isosmiles


C1=CC=C(C=C1)P(Cl)Cl
C1=CC=C(C=C1)I
C1=CC=C(C=C1)F
C1=CC(=CC(=C1)F)F
C1=CC=C(C=C1)I=O


C1=CC=C(C=C1)[Si]
C1=CC=C(C=C1)[Se]Br



C1=CC(=CC=C1F)F



C1=CC=C(C(=C1)F)F

C1=CC=C(C=C1)[Se]



C[Se]C1=CC=CC=C1
[2H]C1=C(C(=C(C(=C1[2H])[2H])[2H])[2H])[2H]
C1=CC=C(C=C1)[Ge](Cl)(Cl)Cl

[2H]C1=C(C(=C(C(=C1F)[2H])[2H])F)[2H]
[2H]C1=CC(=C(C=C1[2H])[2H])[2H]
[2H]C1=CC(=CC(=C1)[2H])[2H]
C1=CC=C(C=C1)[Se]O
[2H]C1=CC(=C(C(=C1[2H])[2H])[2H])[2H]
C1=CC=C(C=C1)[Se]I

C[Ge](C)(C)C1=CC=CC=C1
[2H]C1=CC=CC=C1
[2H]C1=C(C(=C(C(=C1[2H])[2H])F)[2H])[2H]

[2H]C1=C(C(=C(C(=C1[2H])F)[2H])F)[2H]


[13CH]1=[13CH][13CH]=[13C]([13CH]=[13CH]1)I

C1=CC=C(C=C1)[IH+]


[2H]C1=CC(=C(C(=C1)[2H])[2H])[2H]
C1=CC=[13CH]C=C1
[2H]C1=C(C(=C(C(=C1[2H])[2H])I)[2H])[2H]
[13CH]1=[13CH][13CH]=[13CH][13CH]=[13CH]1


C1=CC=[14CH]C=C1
C1=CC=C(C=C1)[SiH2]
C[Te]C1=CC=CC=C1

C1=CC=[C]C=C1
C1=CC#CC=C1
C1=CC=C(C=C1)[SeH]


C1=CC=C(C=C1)[Te](=O)O

[2H]C1=C(C=CC=C1)F

C1=CC=C(C=C1)P=S
B(C1=CC=CC=C1)(I)I
C1=CC=C(C=C1)[Se]F
[2H]C1=C(C=CC=C1)[2H]
C1=C=C=CC(=C1)F
C1=CC(=C=C=C1)F

C1=CC=C(C(=C1)[Se])[Se]
CC(C)[Te]C1=CC=CC=C1
C=C[Se]C1=CC=CC=C1

C1=CC=C(C=C1)[Ge]
C1=CC=C(C=C1)[As]
CC[Te]C1=CC=CC=C1
C1=CC=C(C=C1)[TeH]

C1=CC=C(C=C1)P(Br)Br

C1=CC=C(C=C1)[As]=S
C1=CC=C(C=C1)[Se]N
C1=CC=C(C=C1)[Te]2C=CC=C2




C1=CC=C(C=C1)[I-]Br
C1=CC=C(C=C1)[P+](=S)S
[2H]C1=CC(=CC=C1)[2H]
[B][B]C1=CC=CC=C1
C1=CC=C(C=C1)[Se]S
C1=CC=C(C=C1)PI

[B]C1=CC=C(C=C1)[B]
C1=CC=C(C(=C1)[As])[As]

C1=C[13CH]=[13CH]C=C1



C1=CC=C([C+]=C1)I

[2H]C1=C(C(=CC=C1)[2H])[2H]
[3H]C1=CC=CC=C1


[2H]C1=CC=C(C=C1)F

[B](C1=CC=CC=C1)F
C1=CC=C(C=C1)[PH3+]
C1=CC=C(C=C1)[I-]F

C1=C[C+]=CC(=C1)I
C1=CC=C(C=C1)[I-]Cl
C1=CC=C(C=C1)PBr
