isosmiles
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)NCCCN(C)CCCNC5=C(C(=O)C6=C(C5=O)[C@H]([C@@]7(N6CC8C7N8)OC)COC(=O)N)C
CC1=C(C(=O)C2=C(C1=O)N3C[C@@H]4[C@H](C3([C@H]2COC(=O)N)OC)N4)NCCSSCCNC5=C(C(=O)C6=C(C5=O)[C@@H](C7(N6C[C@@H]8[C@H]7N8)OC)COC(=O)N)C
CC1=C(C(=O)C2=C(C1=O)N3C[C@@H]4[C@H]([C@]3([C@@H]2COC(=O)N)OC)N4)NCCSSCCNC5=C(C(=O)C6=C(C5=O)[C@H]([C@]7(N6C[C@@H]8[C@H]7N8)OC)COC(=O)N)C
CC1=CC=C(C=C1)S(=O)(=O)NC2CC(C(C3C2OC(O3)(C)C)OC4C5C(N5S(=O)(=O)C6=CC=C(C=C6)C)C7C(O4)COC(O7)(C)C)NS(=O)(=O)C8=CC=C(C=C8)C
CC1CN1C(=O)NC2=C(C=CC(=C2)NC(=O)OC(CSCCC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)CSCCC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)C
C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN1CC1C)OC
C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN1C[C@H]1C)OC
C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN1C[C@@H]1C)OC
CC1=C2C=C(C=C(C2=CC=C1)C(=O)O[C@H](C(=O)N/C(=C/3\\[C@H]([C@@H]([C@H]4N3C4)O)OC(=O)C)/C(=O)N/C(=C\\O)/C(=O)C)[C@@]5(CO5)C)OC
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC1=C(C2(C(=O)C3=C1N4C[C@H]5[C@@H]([C@@]4([C@@H]3COC(=O)N)OC)N5)OCCO2)C
CCC(C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/C([C@H](/C=C/C=C/4\\COC5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)OCOCCN6CC6)\\C)C
CC(C)(/C=C(/C#N)\\C(=O)N1CCC[C@H](C1)N2C3=C(C(=NC=C3)N)N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5)N6[C@@]78[C@]6(CC7)COC8
C1CN1C(C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)N=NC4=CC=C(C=C4)S(=O)(=O)NC5=NC=CS5)(N6CC6)N7CC7
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@H]([C@@]3([C@@H]2COC(=O)N)OC)N4C(=O)CCCC(=O)ON5C(=O)CCC5=O)N

C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N6CC6)OS(=O)(=O)C
CC1=C2C=C(C=C(C2=CC=C1)C(=O)O[C@H](C(=O)N/C(=C/3\\[C@H]([C@@H]([C@H]4N3C4)O)OC(=O)C)/C(=O)NCC(=O)C)[C@@]5(CO5)C)OC
CS(=O)(=O)C1=C(C=CC(=C1)C#N)C2C3=C(CCC3=O)N(C(=O)N2C(=O)N4CC4)C5=CC=CC(=C5)C(F)F
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2C(C2C(=O)OCC3=CC4=CC=CC=C4C=C3)C(=O)OCC5=CC=CC=C5)NC(=O)OC(C)(C)C
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)NCCSSCCNC(=O)CC[C@@H](C(=O)O)N
CC[C@@H](C(=O)N[C@@H](CCCN=C(N)N)/C=C/C(=O)O)NC(=O)C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]1[C@@H](N1)C(=O)O)O
CC1=C(C(=O)C2=C(C1=O)N3CC4C([C@@]3(C2COC(=O)N)OC)N4)NCCSSCCNC(=O)CCC(C(=O)O)N
CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H]3[C@H]2[C@@]4([C@@H](C5=C(N4C3)C(=O)C(=C(C5=O)N)C)COC(=O)N)OC
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]4[C@@]5([C@@]3(CC[C@@H](C5)OC(=O)C)C)N4N6C(=O)C7=CC=CC=C7C6=O)C
C1CN1P(=O)(CCC(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)P(=O)(N2CC2)N3CC3)N4CC4
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2C(C2C(=O)OCC3=CC=CC=C3)C(=O)OCCCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)NCCSSC5=CC=C(C=C5)[N+](=O)[O-]
CCCCCCCCCCCC(=O)OC1=C(C2(C(=O)C3=C1N4C[C@H]5[C@@H]([C@@]4([C@@H]3COC(=O)N)OC)N5)OCCO2)C
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2C(C2C(=O)OCCCC3=CC=CC=C3)C(=O)OCCCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2C(C2C(=O)OCC3=CC=CC=C3)C(=O)OCCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2C(C2C(=O)OCC3=CC=CC=C3)C(=O)OCC4CCCCC4)NC(=O)OC(C)(C)C
CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=C4)Cl)C#N)NC(=O)/C=C/CN5CC5C(=O)OC
C[C@@H]1C[C@@H](C2=C(N1C(=O)OC(C)C)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=NN(N=N4)CCN5CC5
CC1=C(C(=O)C2=C(C1=O)N3CC4C([C@@]3(C2COC(=O)N)OC)N4)NC5=CC(=C(C=C5)O)[N+](=O)[O-]
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2C(C2C(=O)OCCC3=CC=CC=C3)C(=O)OCCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC1=C(C2=C([C@H]([C@@]3(N2C[C@H]4[C@@H]3N4)OC)COC(=O)N)C(=O)C15OCCO5)OC(=O)C6=CC=CC=C6
CC1=C(C2=C([C@H]([C@@]3(N2C[C@H]4[C@@H]3N4)OC)COC(=O)N)C(=O)C15OCCO5)OC(=O)CCC(=O)C
CC(C)C[C@H](C(=O)N1CCC[C@@H](C1)C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@@H](C(=O)N1CCC[C@@H](C1)C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@H](C(=O)N1CCC[C@H](C1)C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@@H](C(=O)N1CCC[C@H](C1)C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)(C)NC(=O)[C@@]1([C@]2(N1C2=O)C3=CC=C(C=C3)OCC4=CC=C(C=C4)Cl)C5=C(NC6=C5C=CC(=C6)Cl)C(=O)O
CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCNC3=NC4=C(N=CN=C4N3[C@H]5C([C@H]([C@H](O5)CN6CC6)O)O)N
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4C(=O)C5=CC=C(C=C5)Cl)N
CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N2[C@H]([C@@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CCCCCCCC(=O)OC1=C(C2(C(=O)C3=C1N4C[C@H]5[C@@H]([C@@]4([C@@H]3COC(=O)N)OC)N5)OCCO2)C
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
C[C@H](C(=O)N1[C@@H]([C@H]1C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3)NC(=O)[C@@H](CC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@H](C(=O)N1CCC[C@@H]1C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@H](C(=O)N1CCC[C@H]1C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
C[C@@H](C(=O)N1[C@@H]([C@H]1C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)OC(C)(C)C
C[C@H](C(=O)N1[C@@H]([C@H]1C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)OC(C)(C)C
C[C@@H](C(=O)N1[C@@H]([C@H]1C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3)NC(=O)[C@@H](CC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2[C@H]([C@@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2C(C2C(=O)OCC3CCCCC3)C(=O)OCC4CCCCC4)NC(=O)OC(C)(C)C
CC(C)C[C@H](C(=O)N1CCC[C@H]1C(=O)N2[C@H]([C@@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)N2C(C2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC1=C(C(=O)C2=C(C1=O)N3CC4C([C@@]3(C2COC(=O)N)OC)N4)NC5=CC=C(C=C5)[N+](=O)[O-]
CC1=C(C(=O)C2=C(C1=O)N3CC4C([C@@]3(C2COC(=O)N)OC)N4)NC5=CC6=C(C=C5)NC=C6
CC(C)C[C@@H](C(=O)N1CC[C@H]1C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CC(C)C[C@@H](C(=O)N1CC[C@@H]1C(=O)N2[C@@H]([C@H]2C(=O)OCC3=CC=CC=C3)C(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C
CN(CC1=CC=C(C=C1)F)C(=O)C2=CC=C(S2)C3=CC(=NO3)C4=C(C(=O)C=C(C4=O)N5CC5)N6CC6
