isosmiles
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
C[C@@]1([C@H]2C([C@H]3C(C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
C[C@]1([C@@H]2[C@H]([C@@H]3[C@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
C[C@@]1([C@@H]2[C@@H]([C@@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)[O-])C(=O)N)[NH+](C)C)O)O
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCN(C(C3)C)CNC(=O)C4=C([C@@]5([C@@H]([C@H]([C@H]6C(=C(C7=C([C@@]6(C)O)C=CC=C7O)O)C5=O)O)[C@@H](C4=O)N(C)C)O)O)F)C(=O)O
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCN(CC5)C6=C(C=C7C(=C6)N(C=C(C7=O)C(=O)O)C8CC8)F)N(C)C)O)O
CC1CN(CCN1CNC(=O)C2=C([C@@]3([C@@H]([C@H]([C@H]4C(=C(C5=C([C@@]4(C)O)C=CC=C5O)O)C3=O)O)[C@@H](C2=O)N(C)C)O)O)C6=C(C=C7C(=C6OC)N(C=C(C7=O)C(=O)O)C8CC8)F
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)CNC(=O)C4=C([C@@]5([C@@H]([C@H]([C@H]6C(=C(C7=C([C@@]6(C)O)C=CC=C7O)O)C5=O)O)[C@@H](C4=O)N(C)C)O)O)F)C(=O)O
C[C@@]1([C@H]2[C@@H]([C@H]3[C@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
C[C@@]1(C2[C@@H](C3C(C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
CCN(C)C1C2C(C3C(=C(C4=C(C3(C)O)C=CC=C4O)O)C(=O)C2(C(=C(C1=O)C(=O)[NH3+])O)O)O
CCN(C)[C@H]1C2C(C3C(=C(C4=C(C3(C)O)C=CC=C4O)O)C(=O)[C@@]2(C(=C(C1=O)C(=O)NC)O)O)O
C[C@@]1([C@H]2[C@@H]([C@]3([C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC(=C4O)NC(=O)CNC(C)(C)C)O)O)O)C(=O)N)N(C)C)N=C)O)O
C[C@@]1([C@@H]2[C@H]([C@@H]3[C@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C(C=CC(=C41)C5=CC=CC=C5)O)O)O)O)C(=O)N)N(C)C)O)O
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O)O
C[C@@]1([C@H]2[C@@H]([C@]3(C(C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)C)O)O
C[C@@]1([C@H]2[C@@H]([C@]3([C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)C)O)O
C[C@@]1(C2C([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
CN(C)[C@H]1[C@H]2[C@@H]([C@@H]3C(=C(C4=C(C3(CO)O)C=CC=C4O)O)C(=O)[C@]2(C(=C(C1=O)C(=O)N)O)O)O
C[C@@]1(C2C(C3[C@@H](C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
CC1(C2[C@@H](C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
C[C@@]1([C@H]2[C@@H]([C@H]3C(C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCC(CC5)CO[N+](=O)[O-])N(C)C)O)O
CC1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCCC5CO[N+](=O)[O-])N(C)C)O)O
CC1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCC(CC5)O[N+](=O)[O-])N(C)C)O)O
CCC1CCCCN1CNC(=O)C2=C([C@@]3([C@@H]([C@H]([C@H]4C(=C(C5=C(C4(C)O)C=CC=C5O)O)C3=O)O)[C@@H](C2=O)N(C)C)O)O
CCC1CCN(CC1)CNC(=O)C2=C([C@@]3([C@@H]([C@H]([C@H]4C(=C(C5=C([C@@]4(C)O)C=CC=C5O)O)C3=O)O)[C@@H](C2=O)N(C)C)O)O
