isosmiles
CCCCC(CC)COC(=O)COC1=C(C=C(C=C1)Cl)Cl
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC

CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl
CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC



COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl
CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C
CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O


CCCCC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
C1=CC(=O)OC2=CC3=C(C=CO3)C=C21
C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3


CCCC(C)(COC(=O)N)COC(=O)NC(C)C
CCC=CC[C@@H]1[C@H](CCC1=O)CC(=O)OC
CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C

CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2
CCOC(=O)C1=CN=CN1[C@@H](C)C2=CC=CC=C2
CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
CC(=C)C(=O)OCCOCCOC(=O)C(=C)C

C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2
CC(C#C)OC(=O)NC1=CC(=CC=C1)Cl
C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2

CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C
CCOC1=C(C=C(C=C1)NC(=O)OC(C)C)OCC

CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O

CCCCCCCCCCCCCCCCCC(=O)OCC(C)O

CCC(=O)OC(C)(C)C1CCC(=CC1)C

C/C(=C\\C(=O)OC)/OP(=O)(OC)OC
CC(=C)C(=O)OCCCCOC(=O)C(=C)C
CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl
CC1=CC(=O)OC2=C1C=CC(=C2)O


COC(=O)C(C1CCCCN1)C2=CC=CC=C2
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
CCCCOC(=O)C1=CC=CC=C1C(=O)O


COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2

C1=CC(=C(C2=C1C=CC(=O)O2)O)O
CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C


COC1=CC=CC=C1OCC2CNC(=O)O2

C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O


CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C


CCCCCCCCCCCCCCCCCC(=O)OCCO

CCOC(=O)N1C=CN(C1=S)C
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2
CCC(C)C(C)(COC(=O)N)COC(=O)N

CC(=CCCC(C)(C=C)OC(=O)C)C
CCOC(=O)CC1=CC=CC2=CC=CC=C21


CCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
CC(C)OC(=O)COC1=C(C=C(C=C1)Cl)Cl

CCCCCCCCCCCCCOC(=O)C(=C)C
C([C@@H](C(=O)O)N)OC(=O)C=[N+]=[N-]
CC(=CCC/C(=C/COC(=O)C)/C)C

C1=CC=C2C(=C1)C=C(C(=O)O2)O

C([C@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O

CC1=NN(C(=C1)OC(=O)N(C)C)C(C)C
